id,pref_id,item_type,item_id,rank,amount,weight
116,3,1,101401,1,1,1000
117,3,1,101506,1,1,1000
118,3,1,101601,1,1,1000
119,3,1,101801,1,1,1000
120,3,1,102001,1,1,1000
121,3,1,102101,1,1,1000
122,3,1,102201,1,1,1000
123,3,1,102301,1,1,1000
124,3,1,100102,1,1,500
125,3,1,100203,1,1,500
126,3,1,100302,1,1,500
127,3,1,100405,1,1,500
128,3,1,100502,1,1,500
129,3,1,100702,1,1,500
130,3,1,100902,1,1,500
131,3,1,101302,1,1,500
132,3,1,101402,1,1,500
133,3,1,101505,1,1,500
134,3,1,101702,1,1,500
135,3,1,101802,1,1,500
136,3,1,101901,1,1,500
137,3,1,102002,1,1,500
138,3,1,102203,1,1,500
139,3,1,102302,1,1,500
140,3,1,102402,1,1,500
141,3,1,100003,1,1,500
142,3,1,101603,1,1,500
143,3,1,102103,1,1,500
144,3,1,100105,1,1,500
145,3,1,100204,1,1,500
146,3,1,100303,1,1,500
147,3,1,100503,1,1,500
148,3,1,100703,1,1,500
149,3,1,100903,1,1,500
150,3,1,101303,1,1,500
151,3,1,101403,1,1,500
152,3,1,101503,1,1,500
153,3,1,101703,1,1,500
154,3,1,101803,1,1,500
155,3,1,101902,2,1,500
156,3,1,102003,1,1,500
157,3,1,102202,1,1,500
158,3,2,200103,3,1,500
159,3,2,200505,3,1,500
160,4,1,100001,1,1,1000
161,4,1,100101,1,1,1000
162,4,1,100201,1,1,1000
163,4,1,100301,1,1,1000
164,4,1,100401,1,1,1000
165,4,1,100501,1,1,1000
166,4,1,100701,1,1,1000
167,4,1,100901,1,1,1000
168,4,1,101301,1,1,1000
169,4,1,101401,1,1,1000
170,4,1,101506,1,1,1000
171,4,1,101601,1,1,1000
172,4,1,101801,1,1,1000
173,4,1,102001,1,1,1000
174,4,1,102101,1,1,1000
175,4,1,102201,1,1,1000
176,4,1,102301,1,1,1000
177,4,1,100102,1,1,500
178,4,1,100203,1,1,500
179,4,1,100302,1,1,500
180,4,1,100405,1,1,500
181,4,1,100502,1,1,500
182,4,1,100702,1,1,500
183,4,1,100902,1,1,500
184,4,1,101302,1,1,500
185,4,1,101402,1,1,500
186,4,1,101505,1,1,500
187,4,1,101702,1,1,500
188,4,1,101802,1,1,500
189,4,1,101901,1,1,500
190,4,1,102002,1,1,500
191,4,1,102203,1,1,500
192,4,1,102302,1,1,500
193,4,1,102402,1,1,500
194,4,1,100003,1,1,500
195,4,1,101603,1,1,500
196,4,1,102103,1,1,500
197,4,1,100105,1,1,500
198,4,1,100204,1,1,500
199,4,1,100303,1,1,500
200,4,1,100503,1,1,500
201,4,1,100703,1,1,500
202,4,1,100903,1,1,500
203,4,1,101303,1,1,500
204,4,1,101403,1,1,500
205,4,1,101503,1,1,500
206,4,1,101703,1,1,500
207,4,1,101803,1,1,500
208,4,1,101902,2,1,500
209,4,1,102003,1,1,500
210,4,1,102202,1,1,500
211,4,2,200103,3,1,500
212,4,2,200505,3,1,500
213,5,1,100001,1,1,1000
214,5,1,100101,1,1,1000
215,5,1,100201,1,1,1000
216,5,1,100301,1,1,1000
217,5,1,100401,1,1,1000
218,5,1,100501,1,1,1000
219,5,1,100701,1,1,1000
220,5,1,100901,1,1,1000
221,5,1,101301,1,1,1000
222,5,1,101401,1,1,1000
223,5,1,101506,1,1,1000
224,5,1,101601,1,1,1000
225,5,1,101801,1,1,1000
226,5,1,102001,1,1,1000
227,5,1,102101,1,1,1000
228,5,1,102201,1,1,1000
229,5,1,102301,1,1,1000
230,5,1,100102,1,1,500
231,5,1,100203,1,1,500
232,5,1,100302,1,1,500
233,5,1,100405,1,1,500
234,5,1,100502,1,1,500
235,5,1,100702,1,1,500
236,5,1,100902,1,1,500
237,5,1,101302,1,1,500
238,5,1,101402,1,1,500
239,5,1,101505,1,1,500
240,5,1,101702,1,1,500
241,5,1,101802,1,1,500
242,5,1,101901,1,1,500
243,5,1,102002,1,1,500
244,5,1,102203,1,1,500
245,5,1,102302,1,1,500
246,5,1,102402,1,1,500
247,5,1,100003,1,1,500
248,5,1,101603,1,1,500
249,5,1,102103,1,1,500
250,5,1,100105,1,1,500
251,5,1,100204,1,1,500
252,5,1,100303,1,1,500
253,5,1,100503,1,1,500
254,5,1,100703,1,1,500
255,5,1,100903,1,1,500
256,5,1,101303,1,1,500
257,5,1,101403,1,1,500
258,5,1,101503,1,1,500
259,5,1,101703,1,1,500
260,5,1,101803,1,1,500
261,5,1,101902,2,1,500
262,5,1,102003,1,1,500
263,5,1,102202,1,1,500
264,5,2,200103,3,1,500
265,5,2,200505,3,1,500
266,6,1,100001,1,1,1000
267,6,1,100101,1,1,1000
268,6,1,100201,1,1,1000
269,6,1,100301,1,1,1000
270,6,1,100401,1,1,1000
271,6,1,100501,1,1,1000
272,6,1,100701,1,1,1000
273,6,1,100901,1,1,1000
274,6,1,101301,1,1,1000
275,6,1,101401,1,1,1000
276,6,1,101506,1,1,1000
277,6,1,101601,1,1,1000
278,6,1,101801,1,1,1000
279,6,1,102001,1,1,1000
280,6,1,102101,1,1,1000
281,6,1,102201,1,1,1000
282,6,1,102301,1,1,1000
283,6,1,100102,1,1,500
284,6,1,100203,1,1,500
285,6,1,100302,1,1,500
286,6,1,100405,1,1,500
287,6,1,100502,1,1,500
288,6,1,100702,1,1,500
289,6,1,100902,1,1,500
290,6,1,101302,1,1,500
291,6,1,101402,1,1,500
292,6,1,101505,1,1,500
293,6,1,101702,1,1,500
294,6,1,101802,1,1,500
295,6,1,101901,1,1,500
296,6,1,102002,1,1,500
297,6,1,102203,1,1,500
298,6,1,102302,1,1,500
299,6,1,102402,1,1,500
300,6,1,100003,1,1,500
301,6,1,101603,1,1,500
302,6,1,102103,1,1,500
303,6,1,100105,1,1,500
304,6,1,100204,1,1,500
305,6,1,100303,1,1,500
306,6,1,100503,1,1,500
307,6,1,100703,1,1,500
308,6,1,100903,1,1,500
309,6,1,101303,1,1,500
310,6,1,101403,1,1,500
311,6,1,101503,1,1,500
312,6,1,101703,1,1,500
313,6,1,101803,1,1,500
314,6,1,101902,2,1,500
315,6,1,102003,1,1,500
316,6,1,102202,1,1,500
317,6,2,200103,3,1,500
318,6,2,200505,3,1,500
319,7,1,100001,1,1,1000
320,7,1,100101,1,1,1000
321,7,1,100201,1,1,1000
322,7,1,100301,1,1,1000
323,7,1,100401,1,1,1000
324,7,1,100501,1,1,1000
325,7,1,100701,1,1,1000
326,7,1,100901,1,1,1000
327,7,1,101301,1,1,1000
328,7,1,101401,1,1,1000
329,7,1,101506,1,1,1000
330,7,1,101601,1,1,1000
331,7,1,101801,1,1,1000
332,7,1,102001,1,1,1000
333,7,1,102101,1,1,1000
334,7,1,102201,1,1,1000
335,7,1,102301,1,1,1000
336,7,1,100102,1,1,500
337,7,1,100203,1,1,500
338,7,1,100302,1,1,500
339,7,1,100405,1,1,500
340,7,1,100502,1,1,500
341,7,1,100702,1,1,500
342,7,1,100902,1,1,500
343,7,1,101302,1,1,500
344,7,1,101402,1,1,500
345,7,1,101505,1,1,500
346,7,1,101702,1,1,500
347,7,1,101802,1,1,500
348,7,1,101901,1,1,500
349,7,1,102002,1,1,500
350,7,1,102203,1,1,500
351,7,1,102302,1,1,500
352,7,1,102402,1,1,500
353,7,1,100003,1,1,500
354,7,1,101603,1,1,500
355,7,1,102103,1,1,500
356,7,1,100105,1,1,500
357,7,1,100204,1,1,500
358,7,1,100303,1,1,500
359,7,1,100503,1,1,500
360,7,1,100703,1,1,500
361,7,1,100903,1,1,500
362,7,1,101303,1,1,500
363,7,1,101403,1,1,500
364,7,1,101503,1,1,500
365,7,1,101703,1,1,500
366,7,1,101803,1,1,500
367,7,1,101902,2,1,500
368,7,1,102003,1,1,500
369,7,1,102202,1,1,500
370,7,2,200103,3,1,500
371,7,2,200505,3,1,500
372,8,1,100001,1,1,1000
373,8,1,100101,1,1,1000
374,8,1,100201,1,1,1000
375,8,1,100301,1,1,1000
376,8,1,100401,1,1,1000
377,8,1,100501,1,1,1000
378,8,1,100701,1,1,1000
379,8,1,100901,1,1,1000
380,8,1,101301,1,1,1000
381,8,1,101401,1,1,1000
382,8,1,101506,1,1,1000
383,8,1,101601,1,1,1000
384,8,1,101801,1,1,1000
385,8,1,102001,1,1,1000
386,8,1,102101,1,1,1000
387,8,1,102201,1,1,1000
388,8,1,102301,1,1,1000
389,8,1,100102,1,1,500
390,8,1,100203,1,1,500
391,8,1,100302,1,1,500
392,8,1,100405,1,1,500
393,8,1,100502,1,1,500
394,8,1,100702,1,1,500
395,8,1,100902,1,1,500
396,8,1,101302,1,1,500
397,8,1,101402,1,1,500
398,8,1,101505,1,1,500
399,8,1,101702,1,1,500
400,8,1,101802,1,1,500
401,8,1,101901,1,1,500
402,8,1,102002,1,1,500
403,8,1,102203,1,1,500
404,8,1,102302,1,1,500
405,8,1,102402,1,1,500
406,8,1,100003,1,1,500
407,8,1,101603,1,1,500
408,8,1,102103,1,1,500
409,8,1,100105,1,1,500
410,8,1,100204,1,1,500
411,8,1,100303,1,1,500
412,8,1,100503,1,1,500
413,8,1,100703,1,1,500
414,8,1,100903,1,1,500
415,8,1,101303,1,1,500
416,8,1,101403,1,1,500
417,8,1,101503,1,1,500
418,8,1,101703,1,1,500
419,8,1,101803,1,1,500
420,8,1,101902,2,1,500
421,8,1,102003,1,1,500
422,8,1,102202,1,1,500
423,8,2,200103,3,1,500
424,8,2,200505,3,1,500
425,9,1,100001,1,1,1000
426,9,1,100101,1,1,1000
427,9,1,100201,1,1,1000
428,9,1,100301,1,1,1000
429,9,1,100401,1,1,1000
430,9,1,100501,1,1,1000
431,9,1,100701,1,1,1000
432,9,1,100901,1,1,1000
433,9,1,101301,1,1,1000
434,9,1,101401,1,1,1000
435,9,1,101506,1,1,1000
436,9,1,101601,1,1,1000
437,9,1,101801,1,1,1000
438,9,1,102001,1,1,1000
439,9,1,102101,1,1,1000
440,9,1,102201,1,1,1000
441,9,1,102301,1,1,1000
442,9,1,100102,1,1,500
443,9,1,100203,1,1,500
444,9,1,100302,1,1,500
445,9,1,100405,1,1,500
446,9,1,100502,1,1,500
447,9,1,100702,1,1,500
448,9,1,100902,1,1,500
449,9,1,101302,1,1,500
450,9,1,101402,1,1,500
451,9,1,101505,1,1,500
452,9,1,101702,1,1,500
453,9,1,101802,1,1,500
454,9,1,101901,1,1,500
455,9,1,102002,1,1,500
456,9,1,102203,1,1,500
457,9,1,102302,1,1,500
458,9,1,102402,1,1,500
459,9,1,100003,1,1,500
460,9,1,101603,1,1,500
461,9,1,102103,1,1,500
462,9,1,100105,1,1,500
463,9,1,100204,1,1,500
464,9,1,100303,1,1,500
465,9,1,100503,1,1,500
466,9,1,100703,1,1,500
467,9,1,100903,1,1,500
468,9,1,101303,1,1,500
469,9,1,101403,1,1,500
470,9,1,101503,1,1,500
471,9,1,101703,1,1,500
472,9,1,101803,1,1,500
473,9,1,101902,2,1,500
474,9,1,102003,1,1,500
475,9,1,102202,1,1,500
476,9,2,200103,3,1,500
477,9,2,200505,3,1,500
478,10,1,100001,1,1,1000
479,10,1,100101,1,1,1000
480,10,1,100201,1,1,1000
481,10,1,100301,1,1,1000
482,10,1,100401,1,1,1000
483,10,1,100501,1,1,1000
484,10,1,100701,1,1,1000
485,10,1,100901,1,1,1000
486,10,1,101301,1,1,1000
487,10,1,101401,1,1,1000
488,10,1,101506,1,1,1000
489,10,1,101601,1,1,1000
490,10,1,101801,1,1,1000
491,10,1,102001,1,1,1000
492,10,1,102101,1,1,1000
493,10,1,102201,1,1,1000
494,10,1,102301,1,1,1000
495,10,1,100102,1,1,500
496,10,1,100203,1,1,500
497,10,1,100302,1,1,500
498,10,1,100405,1,1,500
499,10,1,100502,1,1,500
500,10,1,100702,1,1,500
501,10,1,100902,1,1,500
502,10,1,101302,1,1,500
503,10,1,101402,1,1,500
504,10,1,101505,1,1,500
505,10,1,101702,1,1,500
506,10,1,101802,1,1,500
507,10,1,101901,1,1,500
508,10,1,102002,1,1,500
509,10,1,102203,1,1,500
510,10,1,102302,1,1,500
511,10,1,102402,1,1,500
512,10,1,100003,1,1,500
513,10,1,101603,1,1,500
514,10,1,102103,1,1,500
515,10,1,100105,1,1,500
516,10,1,100204,1,1,500
517,10,1,100303,1,1,500
518,10,1,100503,1,1,500
519,10,1,100703,1,1,500
520,10,1,100903,1,1,500
521,10,1,101303,1,1,500
522,10,1,101403,1,1,500
523,10,1,101503,1,1,500
524,10,1,101703,1,1,500
525,10,1,101803,1,1,500
526,10,1,101902,2,1,500
527,10,1,102003,1,1,500
528,10,1,102202,1,1,500
529,10,2,200103,3,1,500
530,10,2,200505,3,1,500
531,11,1,100001,1,1,1000
532,11,1,100101,1,1,1000
533,11,1,100201,1,1,1000
534,11,1,100301,1,1,1000
535,11,1,100401,1,1,1000
536,11,1,100501,1,1,1000
537,11,1,100701,1,1,1000
538,11,1,100901,1,1,1000
539,11,1,101301,1,1,1000
540,11,1,101401,1,1,1000
541,11,1,101506,1,1,1000
542,11,1,101601,1,1,1000
543,11,1,101801,1,1,1000
544,11,1,102001,1,1,1000
545,11,1,102101,1,1,1000
546,11,1,102201,1,1,1000
547,11,1,102301,1,1,1000
548,11,1,100102,1,1,500
549,11,1,100203,1,1,500
550,11,1,100302,1,1,500
551,11,1,100405,1,1,500
552,11,1,100502,1,1,500
553,11,1,100702,1,1,500
554,11,1,100902,1,1,500
555,11,1,101302,1,1,500
556,11,1,101402,1,1,500
557,11,1,101505,1,1,500
558,11,1,101702,1,1,500
559,11,1,101802,1,1,500
560,11,1,101901,1,1,500
561,11,1,102002,1,1,500
562,11,1,102203,1,1,500
563,11,1,102302,1,1,500
564,11,1,102402,1,1,500
565,11,1,100003,1,1,500
566,11,1,101603,1,1,500
567,11,1,102103,1,1,500
568,11,1,100105,1,1,500
569,11,1,100204,1,1,500
570,11,1,100303,1,1,500
571,11,1,100503,1,1,500
572,11,1,100703,1,1,500
573,11,1,100903,1,1,500
574,11,1,101303,1,1,500
575,11,1,101403,1,1,500
576,11,1,101503,1,1,500
577,11,1,101703,1,1,500
578,11,1,101803,1,1,500
579,11,1,101902,2,1,500
580,11,1,102003,1,1,500
581,11,1,102202,1,1,500
582,11,2,200103,3,1,500
583,11,2,200505,3,1,500
584,12,1,100001,1,1,1000
585,12,1,100101,1,1,1000
586,12,1,100201,1,1,1000
587,12,1,100301,1,1,1000
588,12,1,100401,1,1,1000
589,12,1,100501,1,1,1000
590,12,1,100701,1,1,1000
591,12,1,100901,1,1,1000
592,12,1,101301,1,1,1000
593,12,1,101401,1,1,1000
594,12,1,101506,1,1,1000
595,12,1,101601,1,1,1000
596,12,1,101801,1,1,1000
597,12,1,102001,1,1,1000
598,12,1,102101,1,1,1000
599,12,1,102201,1,1,1000
600,12,1,102301,1,1,1000
601,12,1,100102,1,1,500
602,12,1,100203,1,1,500
603,12,1,100302,1,1,500
604,12,1,100405,1,1,500
605,12,1,100502,1,1,500
606,12,1,100702,1,1,500
607,12,1,100902,1,1,500
608,12,1,101302,1,1,500
609,12,1,101402,1,1,500
610,12,1,101505,1,1,500
611,12,1,101702,1,1,500
612,12,1,101802,1,1,500
613,12,1,101901,1,1,500
614,12,1,102002,1,1,500
615,12,1,102203,1,1,500
616,12,1,102302,1,1,500
617,12,1,102402,1,1,500
618,12,1,100003,1,1,500
619,12,1,101603,1,1,500
620,12,1,102103,1,1,500
621,12,1,100105,1,1,500
622,12,1,100204,1,1,500
623,12,1,100303,1,1,500
624,12,1,100503,1,1,500
625,12,1,100703,1,1,500
626,12,1,100903,1,1,500
627,12,1,101303,1,1,500
628,12,1,101403,1,1,500
629,12,1,101503,1,1,500
630,12,1,101703,1,1,500
631,12,1,101803,1,1,500
632,12,1,101902,2,1,500
633,12,1,102003,1,1,500
634,12,1,102202,1,1,500
635,12,2,200103,3,1,500
636,12,2,200505,3,1,500
637,13,1,100001,1,1,1000
638,13,1,100101,1,1,1000
639,13,1,100201,1,1,1000
640,13,1,100301,1,1,1000
641,13,1,100401,1,1,1000
642,13,1,100501,1,1,1000
643,13,1,100701,1,1,1000
644,13,1,100901,1,1,1000
645,13,1,101301,1,1,1000
646,13,1,101401,1,1,1000
647,13,1,101506,1,1,1000
648,13,1,101601,1,1,1000
649,13,1,101801,1,1,1000
650,13,1,102001,1,1,1000
651,13,1,102101,1,1,1000
652,13,1,102201,1,1,1000
653,13,1,102301,1,1,1000
654,13,1,100102,1,1,500
655,13,1,100203,1,1,500
656,13,1,100302,1,1,500
657,13,1,100405,1,1,500
658,13,1,100502,1,1,500
659,13,1,100702,1,1,500
660,13,1,100902,1,1,500
661,13,1,101302,1,1,500
662,13,1,101402,1,1,500
663,13,1,101505,1,1,500
664,13,1,101702,1,1,500
665,13,1,101802,1,1,500
666,13,1,101901,1,1,500
667,13,1,102002,1,1,500
668,13,1,102203,1,1,500
669,13,1,102302,1,1,500
670,13,1,102402,1,1,500
671,13,1,100003,1,1,500
672,13,1,101603,1,1,500
673,13,1,102103,1,1,500
674,13,1,100105,1,1,500
675,13,1,100204,1,1,500
676,13,1,100303,1,1,500
677,13,1,100503,1,1,500
678,13,1,100703,1,1,500
679,13,1,100903,1,1,500
680,13,1,101303,1,1,500
681,13,1,101403,1,1,500
682,13,1,101503,1,1,500
683,13,1,101703,1,1,500
684,13,1,101803,1,1,500
685,13,1,101902,2,1,500
686,13,1,102003,1,1,500
687,13,1,102202,1,1,500
688,13,2,200103,3,1,500
689,13,2,200505,3,1,500
690,14,1,100001,1,1,1000
691,14,1,100101,1,1,1000
692,14,1,100201,1,1,1000
693,14,1,100301,1,1,1000
694,14,1,100401,1,1,1000
695,14,1,100501,1,1,1000
696,14,1,100701,1,1,1000
697,14,1,100901,1,1,1000
698,14,1,101301,1,1,1000
699,14,1,101401,1,1,1000
700,14,1,101506,1,1,1000
701,14,1,101601,1,1,1000
702,14,1,101801,1,1,1000
703,14,1,102001,1,1,1000
704,14,1,102101,1,1,1000
705,14,1,102201,1,1,1000
706,14,1,102301,1,1,1000
707,14,1,100102,1,1,500
708,14,1,100203,1,1,500
709,14,1,100302,1,1,500
710,14,1,100405,1,1,500
711,14,1,100502,1,1,500
712,14,1,100702,1,1,500
713,14,1,100902,1,1,500
714,14,1,101302,1,1,500
715,14,1,101402,1,1,500
716,14,1,101505,1,1,500
717,14,1,101702,1,1,500
718,14,1,101802,1,1,500
719,14,1,101901,1,1,500
720,14,1,102002,1,1,500
721,14,1,102203,1,1,500
722,14,1,102302,1,1,500
723,14,1,102402,1,1,500
724,14,1,100003,1,1,500
725,14,1,101603,1,1,500
726,14,1,102103,1,1,500
727,14,1,100105,1,1,500
728,14,1,100204,1,1,500
729,14,1,100303,1,1,500
730,14,1,100503,1,1,500
731,14,1,100703,1,1,500
732,14,1,100903,1,1,500
733,14,1,101303,1,1,500
734,14,1,101403,1,1,500
735,14,1,101503,1,1,500
736,14,1,101703,1,1,500
737,14,1,101803,1,1,500
738,14,1,101902,2,1,500
739,14,1,102003,1,1,500
740,14,1,102202,1,1,500
741,14,2,200103,3,1,500
742,14,2,200505,3,1,500
743,14,1,100001,1,1,1000
744,14,1,100101,1,1,1000
745,14,1,100201,1,1,1000
746,14,1,100301,1,1,1000
747,14,1,100401,1,1,1000
748,14,1,100501,1,1,1000
749,14,1,100701,1,1,1000
750,14,1,100901,1,1,1000
751,14,1,101301,1,1,1000
752,14,1,101401,1,1,1000
753,14,1,101506,1,1,1000
754,14,1,101601,1,1,1000
755,14,1,101801,1,1,1000
756,14,1,102001,1,1,1000
757,14,1,102101,1,1,1000
758,14,1,102201,1,1,1000
759,14,1,102301,1,1,1000
760,14,1,100102,1,1,500
761,14,1,100203,1,1,500
762,14,1,100302,1,1,500
763,14,1,100405,1,1,500
764,14,1,100502,1,1,500
765,14,1,100702,1,1,500
766,14,1,100902,1,1,500
767,14,1,101302,1,1,500
768,14,1,101402,1,1,500
769,14,1,101505,1,1,500
770,14,1,101702,1,1,500
771,14,1,101802,1,1,500
772,14,1,101901,1,1,500
773,14,1,102002,1,1,500
774,14,1,102203,1,1,500
775,14,1,102302,1,1,500
776,14,1,102402,1,1,500
777,14,1,100003,1,1,500
778,14,1,101603,1,1,500
779,14,1,102103,1,1,500
780,14,1,100105,1,1,500
781,14,1,100204,1,1,500
782,14,1,100303,1,1,500
783,14,1,100503,1,1,500
784,14,1,100703,1,1,500
785,14,1,100903,1,1,500
786,14,1,101303,1,1,500
787,14,1,101403,1,1,500
788,14,1,101503,1,1,500
789,14,1,101703,1,1,500
790,14,1,101803,1,1,500
791,14,1,101902,2,1,500
792,14,1,102003,1,1,500
793,14,1,102202,1,1,500
794,14,2,200103,3,1,500
795,14,2,200505,3,1,500
796,15,1,100001,1,1,1000
797,15,1,100101,1,1,1000
798,15,1,100201,1,1,1000
799,15,1,100301,1,1,1000
800,15,1,100401,1,1,1000
801,15,1,100501,1,1,1000
802,15,1,100701,1,1,1000
803,15,1,100901,1,1,1000
804,15,1,101301,1,1,1000
805,15,1,101401,1,1,1000
806,15,1,101506,1,1,1000
807,15,1,101601,1,1,1000
808,15,1,101801,1,1,1000
809,15,1,102001,1,1,1000
810,15,1,102101,1,1,1000
811,15,1,102201,1,1,1000
812,15,1,102301,1,1,1000
813,15,1,100102,1,1,500
814,15,1,100203,1,1,500
815,15,1,100302,1,1,500
816,15,1,100405,1,1,500
817,15,1,100502,1,1,500
818,15,1,100702,1,1,500
819,15,1,100902,1,1,500
820,15,1,101302,1,1,500
821,15,1,101402,1,1,500
822,15,1,101505,1,1,500
823,15,1,101702,1,1,500
824,15,1,101802,1,1,500
825,15,1,101901,1,1,500
826,15,1,102002,1,1,500
827,15,1,102203,1,1,500
828,15,1,102302,1,1,500
829,15,1,102402,1,1,500
830,15,1,100003,1,1,500
831,15,1,101603,1,1,500
832,15,1,102103,1,1,500
833,15,1,100105,1,1,500
834,15,1,100204,1,1,500
835,15,1,100303,1,1,500
836,15,1,100503,1,1,500
837,15,1,100703,1,1,500
838,15,1,100903,1,1,500
839,15,1,101303,1,1,500
840,15,1,101403,1,1,500
841,15,1,101503,1,1,500
842,15,1,101703,1,1,500
843,15,1,101803,1,1,500
844,15,1,101902,2,1,500
845,15,1,102003,1,1,500
846,15,1,102202,1,1,500
847,15,2,200103,3,1,500
848,15,2,200505,3,1,500
849,16,1,100001,1,1,1000
850,16,1,100101,1,1,1000
851,16,1,100201,1,1,1000
852,16,1,100301,1,1,1000
853,16,1,100401,1,1,1000
854,16,1,100501,1,1,1000
855,16,1,100701,1,1,1000
856,16,1,100901,1,1,1000
857,16,1,101301,1,1,1000
858,16,1,101401,1,1,1000
859,16,1,101506,1,1,1000
860,16,1,101601,1,1,1000
861,16,1,101801,1,1,1000
862,16,1,102001,1,1,1000
863,16,1,102101,1,1,1000
864,16,1,102201,1,1,1000
865,16,1,102301,1,1,1000
866,16,1,100102,1,1,500
867,16,1,100203,1,1,500
868,16,1,100302,1,1,500
869,16,1,100405,1,1,500
870,16,1,100502,1,1,500
871,16,1,100702,1,1,500
872,16,1,100902,1,1,500
873,16,1,101302,1,1,500
874,16,1,101402,1,1,500
875,16,1,101505,1,1,500
876,16,1,101702,1,1,500
877,16,1,101802,1,1,500
878,16,1,101901,1,1,500
879,16,1,102002,1,1,500
880,16,1,102203,1,1,500
881,16,1,102302,1,1,500
882,16,1,102402,1,1,500
883,16,1,100003,1,1,500
884,16,1,101603,1,1,500
885,16,1,102103,1,1,500
886,16,1,100105,1,1,500
887,16,1,100204,1,1,500
888,16,1,100303,1,1,500
889,16,1,100503,1,1,500
890,16,1,100703,1,1,500
891,16,1,100903,1,1,500
892,16,1,101303,1,1,500
893,16,1,101403,1,1,500
894,16,1,101503,1,1,500
895,16,1,101703,1,1,500
896,16,1,101803,1,1,500
897,16,1,101902,2,1,500
898,16,1,102003,1,1,500
899,16,1,102202,1,1,500
900,16,2,200103,3,1,500
901,16,2,200505,3,1,500
902,17,1,100001,1,1,1000
903,17,1,100101,1,1,1000
904,17,1,100201,1,1,1000
905,17,1,100301,1,1,1000
906,17,1,100401,1,1,1000
907,17,1,100501,1,1,1000
908,17,1,100701,1,1,1000
909,17,1,100901,1,1,1000
910,17,1,101301,1,1,1000
